date,temp,ws,wd,pm10
1/28/2013 0:00,9.2,5.8,255.2,41
1/29/2013 0:00,2.2,8.2,278.8,236
1/30/2013 0:00,3.2,4.6,282.7,5
1/31/2013 0:00,4.5,1.4,219.2,13
2/1/2013 0:00,6.5,1.9,268.2,12
2/2/2013 0:00,9.5,2.7,50.2,7
2/3/2013 0:00,9.9,2.3,93,12
2/4/2013 0:00,11.1,2.6,254.3,9
2/5/2013 0:00,10.1,1.9,267.6,9
2/6/2013 0:00,9.4,3.2,258.4,17
2/7/2013 0:00,9.8,2,229.4,12
2/8/2013 0:00,10.6,3.7,141.5,18
2/9/2013 0:00,6.4,7.1,259,283
2/10/2013 0:00,2.9,3.5,266.1,6
2/11/2013 0:00,2.8,3.7,276.9,20
2/12/2013 0:00,2.5,3.9,256.7,2
2/13/2013 0:00,3,2.2,260.2,11
2/14/2013 0:00,6,2.1,253.7,14
2/15/2013 0:00,7.9,3.4,82.5,21
2/16/2013 0:00,6.2,1.8,280.2,17
2/17/2013 0:00,8.1,2.8,258.5,18
2/18/2013 0:00,9.9,3.8,258.5,17
2/19/2013 0:00,8.9,4.1,154.2,42
2/20/2013 0:00,4.8,7,284.3,127
2/21/2013 0:00,2,7.1,266.5,7
2/22/2013 0:00,3.8,5.3,258.8,13
2/23/2013 0:00,5.7,3.8,254.8,7
2/24/2013 0:00,3.5,7.7,274.7,493
2/25/2013 0:00,2.9,4.2,252.5,10
2/26/2013 0:00,6.2,5.6,254.7,23
2/27/2013 0:00,3.9,2.4,63.1,14
2/28/2013 0:00,4.9,2.3,4.3,21
3/1/2013 0:00,7.6,1.4,237.5,18
3/2/2013 0:00,11.1,1.9,240.4,18
3/3/2013 0:00,13.3,5,259.8,34
3/4/2013 0:00,15,6.6,266,141
3/5/2013 0:00,10.2,4.1,87.6,97
3/6/2013 0:00,14.6,3,99.5,34
3/7/2013 0:00,14.4,3.2,237.6,20
3/8/2013 0:00,11.1,5.1,261,
3/9/2013 0:00,5.4,7,272.6,
3/10/2013 0:00,5.7,2.1,210.8,
3/11/2013 0:00,8.9,2.5,260.4,
3/12/2013 0:00,12.3,2.6,88.1,
3/13/2013 0:00,14.2,2.7,76,
3/14/2013 0:00,15.9,2.4,35.4,
3/15/2013 0:00,17.1,2.5,264.8,
3/16/2013 0:00,18.4,5.4,269.7,
3/17/2013 0:00,16.4,6.7,273.4,
3/18/2013 0:00,15,4,260.4,
3/19/2013 0:00,15,4,270.5,
3/20/2013 0:00,14.8,3.4,127.1,
3/21/2013 0:00,16.7,6.4,272.1,
3/22/2013 0:00,17,5.9,255.4,
3/23/2013 0:00,14.7,8.7,272.6,
3/24/2013 0:00,10.2,4.6,83.5,
3/25/2013 0:00,10.9,4.1,84,
3/26/2013 0:00,11.3,3.2,85.7,
3/27/2013 0:00,15,2.1,312.2,
3/28/2013 0:00,16.8,3.1,253.6,
3/29/2013 0:00,18.9,4.1,280.1,
3/30/2013 0:00,17.2,3.4,265.4,
3/31/2013 0:00,17.4,3,255.2,
4/1/2013 0:00,17.9,4.1,256,23
4/2/2013 0:00,16.7,5.4,268.1,58
4/3/2013 0:00,15.6,2.6,271.4,21
4/4/2013 0:00,17.3,2,184.8,21
4/5/2013 0:00,19.5,3.7,295,26
4/6/2013 0:00,18.1,4.6,262.6,29
4/7/2013 0:00,18.6,5,263.5,26
4/8/2013 0:00,19.4,7.4,236.6,248
4/9/2013 0:00,11,8.4,276.3,294
4/10/2013 0:00,10,5.1,280.8,19
4/11/2013 0:00,13.9,4.8,273.7,14
4/12/2013 0:00,16.8,2.1,279.5,16
4/13/2013 0:00,18.7,4.2,254.8,19
4/14/2013 0:00,18.9,7.4,263.6,48
4/15/2013 0:00,19.6,7.1,253.6,36
4/16/2013 0:00,20.5,7.5,251.1,45
4/17/2013 0:00,15.7,8.5,267.4,660
4/18/2013 0:00,10.7,3.5,304.5,13
4/19/2013 0:00,10.7,2.5,151.9,44
4/20/2013 0:00,15.2,4.9,276.4,53
4/21/2013 0:00,18.8,3.6,273.2,21
4/22/2013 0:00,20.3,5.1,260.8,26
4/23/2013 0:00,20.2,5.7,272.7,67
4/24/2013 0:00,16.3,3.6,118.4,103
4/25/2013 0:00,20,5.1,70.5,89
4/26/2013 0:00,18.3,3.4,262.2,21
4/27/2013 0:00,19.3,2.2,211.5,37
4/28/2013 0:00,20.2,2,246.2,27
4/29/2013 0:00,21.7,3.4,249.4,35
4/30/2013 0:00,23.7,5.5,268.3,40
5/1/2013 0:00,22.1,4.8,272.2,30
5/2/2013 0:00,13.9,8.5,70.5,430
5/3/2013 0:00,12.1,3.8,104.8,78
5/4/2013 0:00,18.7,2,169,119
5/5/2013 0:00,22,2.9,206.9,58
5/6/2013 0:00,20,4.8,270.8,40
5/7/2013 0:00,18.8,4.4,249.3,24
5/8/2013 0:00,18.4,4.9,269.7,23
5/9/2013 0:00,18.2,3.1,264.8,32
5/10/2013 0:00,16.9,4.2,57.7,24
5/11/2013 0:00,16.4,4.3,89.3,14
5/12/2013 0:00,18.7,3.2,85.4,20
5/13/2013 0:00,20,3.2,92,18
5/14/2013 0:00,20.6,2.4,263.8,34
5/15/2013 0:00,24.9,6.4,275.6,104
5/16/2013 0:00,24.2,4.5,267.3,32
5/17/2013 0:00,24.1,3.8,253.1,31
5/18/2013 0:00,22.8,5.2,257.3,34
5/19/2013 0:00,21.8,5.5,268.5,45
5/20/2013 0:00,22.6,6.1,284.1,77
5/21/2013 0:00,21.9,3.3,266.2,16
5/22/2013 0:00,23.6,3.4,248,29
5/23/2013 0:00,25.6,3.8,250.4,32
5/24/2013 0:00,24.7,2.5,238,32
